concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;837,941;-22,150083;-45,823006;841,002;-22,172723;-45,838462
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;841,003;-22,172723;-45,838462;842,720;-22,186751;-45,844377
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;842,721;-22,186751;-45,844377;844,006;-22,196245;-45,851132
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;844,007;-22,196245;-45,851132;846,380;-22,210312;-45,866308
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;846,381;-22,210312;-45,866308;848,002;-22,222757;-45,873593
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;848,003;-22,222757;-45,873593;850,620;-22,243907;-45,883127
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;850,621;-22,243907;-45,883127;852,838;-22,262198;-45,890084
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;852,839;-22,262198;-45,890084;857,939;-22,303963;-45,901105
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;857,940;-22,303963;-45,901105;859,000;-22,312902;-45,903691
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;859,001;-22,312902;-45,903691;862,005;-22,332721;-45,919709
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;862,006;-22,332721;-45,919709;863,930;-22,347142;-45,926747
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;863,931;-22,347142;-45,926747;865,005;-22,355949;-45,928091
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;865,006;-22,355949;-45,928091;869,000;-22,383397;-45,948783
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;869,001;-22,383397;-45,948783;870,000;-22,389901;-45,954113
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;870,001;-22,389901;-45,954113;870,440;-22,393147;-45,956514
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;870,441;-22,393147;-45,956514;872,000;-22,405476;-45,961844
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;872,001;-22,405476;-45,961844;874,979;-22,428341;-45,973079
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;874,980;-22,428341;-45,973079;877,000;-22,440541;-45,987273
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;877,001;-22,440541;-45,987273;881,125;-22,466847;-46,010115
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;881,126;-22,466847;-46,010115;882,000;-22,474755;-46,010847
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;882,001;-22,474755;-46,010847;882,540;-22,479671;-46,010781
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;882,541;-22,479671;-46,010781;883,770;-22,490661;-46,011123
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;883,771;-22,490661;-46,011123;885,165;-22,502201;-46,014726
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;885,166;-22,502201;-46,014726;885,952;-22,508835;-46,017017
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;885,953;-22,508835;-46,017017;888,100;-22,525701;-46,025331
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;888,101;-22,525701;-46,025331;892,005;-22,556455;-46,039796
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;892,006;-22,556455;-46,039796;895,030;-22,584026;-46,047736
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;895,031;-22,584026;-46,047736;897,700;-22,606069;-46,059733
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;897,701;-22,606069;-46,059733;899,837;-22,620643;-46,072717
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;899,838;-22,620643;-46,072717;900,900;-22,628806;-46,077188
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;900,901;-22,628806;-46,077188;901,390;-22,633221;-46,078915
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;901,391;-22,633221;-46,078915;901,950;-22,637133;-46,079333
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;901,951;-22,637133;-46,079333;902,270;-22,639584;-46,080892
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;902,271;-22,639584;-46,080892;903,540;-22,647249;-46,089369
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;903,541;-22,647249;-46,089369;903,985;-22,650827;-46,089222
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;903,986;-22,650827;-46,089222;907,135;-22,674741;-46,095261
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;907,136;-22,674741;-46,095261;909,833;-22,691241;-46,109103
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;909,834;-22,691241;-46,109103;912,080;-22,706479;-46,120329
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;912,081;-22,706479;-46,120329;913,170;-22,714779;-46,124331
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;913,171;-22,714779;-46,124331;914,100;-22,721388;-46,129837
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;914,101;-22,721388;-46,129837;914,730;-22,726206;-46,133168
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;914,731;-22,726206;-46,133168;915,570;-22,733709;-46,134924
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;915,571;-22,733709;-46,134924;916,360;-22,740179;-46,135785
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;916,361;-22,740179;-46,135785;918,600;-22,754398;-46,148184
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;918,601;-22,754398;-46,148184;919,638;-22,757627;-46,157591
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;919,639;-22,757627;-46,157591;921,970;-22,765459;-46,175995
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;921,971;-22,765459;-46,175995;925,015;-22,770935;-46,198668
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;925,016;-22,770935;-46,198668;925,800;-22,769492;-46,205239
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;925,801;-22,769492;-46,205239;928,110;-22,767382;-46,226473
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;928,111;-22,767382;-46,226473;929,130;-22,770703;-46,235094
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;929,131;-22,770703;-46,235094;933,000;-22,795431;-46,253855
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;933,001;-22,795431;-46,253855;935,040;-22,802123;-46,269942
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;935,041;-22,802123;-46,269942;936,140;-22,808152;-46,277275
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;936,141;-22,808152;-46,277275;938,190;-22,815708;-46,292291
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;938,191;-22,815708;-46,292291;940,040;-22,822992;-46,307306
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;940,041;-22,822992;-46,307306;943,080;-22,838633;-46,328309
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;943,081;-22,838633;-46,328309;944,970;-22,852901;-46,337423
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Marginal;Decrescente;944,971;-22,852901;-46,337423;946,215;-22,860849;-46,343661
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;946,216;-22,860849;-46,343661;947,085;-22,866135;-46,349823
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;947,086;-22,866135;-46,349823;948,095;-22,870478;-46,358414
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;948,096;-22,870478;-46,358414;949,900;-22,879318;-46,372794
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;0,000;-22,879691;-46,373253;3,780;-22,881842;-46,407098
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;3,781;-22,881842;-46,407098;5,610;-22,895358;-46,417669
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;5,611;-22,895358;-46,417669;6,920;-22,905771;-46,422827
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;6,921;-22,905771;-46,422827;7,250;-22,908054;-46,425093
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;7,251;-22,908054;-46,425093;7,660;-22,911849;-46,425825
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;7,661;-22,911849;-46,425825;12,330;-22,930414;-46,465929
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;12,331;-22,930414;-46,465929;15,950;-22,958823;-46,480932
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;15,951;-22,958823;-46,480932;19,750;-22,983309;-46,499995
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;19,751;-22,983309;-46,499995;24,100;-23,011077;-46,522986
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;24,101;-23,011077;-46,522986;30,030;-23,047823;-46,563849
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;30,031;-23,047823;-46,563849;32,410;-23,067419;-46,569463
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Marginal;Decrescente;32,411;-23,067419;-46,569463;33,680;-23,077484;-46,568125
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Marginal;Decrescente;33,681;-23,077484;-46,568125;35,820;-23,096149;-46,572003
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;35,821;-23,096149;-46,572003;37,600;-23,110962;-46,570857
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Marginal;Decrescente;37,601;-23,110962;-46,570857;38,390;-23,117444;-46,572837
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Marginal;Decrescente;38,391;-23,117444;-46,572837;38,885;-23,121661;-46,574819
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;38,886;-23,121661;-46,574819;44,000;-23,163687;-46,574002
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;44,001;-23,163687;-46,574002;45,100;-23,172246;-46,576964
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;45,101;-23,172246;-46,576964;47,830;-23,194842;-46,586637
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;47,831;-23,194842;-46,586637;52,000;-23,229324;-46,599161
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;52,001;-23,229324;-46,599161;55,990;-23,259705;-46,589270
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;55,991;-23,259705;-46,589270;59,985;-23,290117;-46,587196
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;59,986;-23,290117;-46,587196;63,940;-23,308403;-46,579015
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Marginal;Decrescente;63,941;-23,308403;-46,579015;66,285;-23,327241;-46,578054
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;66,286;-23,327241;-46,578054;66,635;-23,330651;-46,578564
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;66,636;-23,330651;-46,578564;69,850;-23,350261;-46,560026
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;69,851;-23,350261;-46,560026;71,330;-23,354815;-46,549781
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;71,331;-23,354815;-46,549781;72,000;-23,361061;-46,551002
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;72,001;-23,361061;-46,551002;76,000;-23,386296;-46,567013
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;76,001;-23,386296;-46,567013;79,040;-23,406060;-46,579917
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Marginal;Decrescente;79,041;-23,406060;-46,579917;79,830;-23,412754;-46,581435
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;79,831;-23,412754;-46,581435;81,950;-23,429224;-46,570953
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;81,951;-23,429224;-46,570953;86,090;-23,466341;-46,571745
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;86,091;-23,466341;-46,571745;89,140;-23,489708;-46,559479
AUTOPISTA FERNÃO DIAS;2007;BR-381/SP;Principal;Crescente;89,141;-23,489708;-46,559479;90,400;-23,499777;-46,559350
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;477,200;-19,957757;-44,028638;478,199;-19,961207;-44,037393
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;0,000;-21,222597;-41,309337;40,600;-21,552690;-41,331604
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Marginal;Decrescente;40,600;-21,552690;-41,331604;78,300;-21,835696;-41,420419
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;78,300;-21,835696;-41,420419;97,300;-21,872444;-41,567820
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Marginal;Decrescente;97,300;-21,872444;-41,567820;123,100;-22,049459;-41,684984
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;123,100;-22,049459;-41,684984;162,300;-22,304303;-41,884650
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Marginal;Decrescente;162,300;-22,304303;-41,884650;192,900;-22,476304;-42,088803
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;192,900;-22,476304;-42,088803;236,000;-22,610247;-42,404522
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Marginal;Decrescente;236,000;-22,610247;-42,404522;252,800;-22,687187;-42,539869
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;252,800;-22,687187;-42,539869;283,200;-22,738420;-42,807070
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;283,201;-22,738420;-42,807070;321,800;-22,876625;-43,110506
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Marginal;Decrescente;283,201;-22,738420;-42,807070;321,800;-22,876625;-43,110506
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;0,000;-21,222597;-41,309337;40,600;-21,552690;-41,331604
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Marginal;Decrescente;40,600;-21,552690;-41,331604;78,300;-21,835696;-41,420419
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;78,300;-21,835696;-41,420419;97,300;-21,872444;-41,567820
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Marginal;Decrescente;97,300;-21,872444;-41,567820;123,100;-22,049459;-41,684984
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;123,100;-22,049459;-41,684984;162,300;-22,304303;-41,884650
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Marginal;Decrescente;162,300;-22,304303;-41,884650;192,900;-22,476304;-42,088803
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;192,900;-22,476304;-42,088803;236,000;-22,610247;-42,404522
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Marginal;Decrescente;236,000;-22,610247;-42,404522;252,800;-22,687187;-42,539869
AUTOPISTA FLUMINENSE;2019;BR-101/RJ;Principal;Crescente;252,800;-22,687187;-42,539869;283,200;-22,738420;-42,807070
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Principal;Crescente;71,400;-25,346750;-49,044365;115,100;-25,544188;-49,303407
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Principal;Crescente;614,400;-25,568866;-49,181930;682,123;-25,981056;-48,886721
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Principal;Crescente;0,000;-25,981624;-48,886367;244,680;-27,902641;-48,649209
AUTOPISTA LITORAL SUL;2009;BR-116/PR;Principal;Crescente;71,400;-25,348000;-49,044200;115,100;-25,543690;-49,305492
AUTOPISTA LITORAL SUL;2009;BR-376/PR;Principal;Crescente;614,400;-25,568724;-49,181898;682,100;-25,980901;-48,886963
AUTOPISTA LITORAL SUL;2009;BR-101/SC;Principal;Crescente;0,000;-25,982282;-48,885915;244,680;-27,902041;-48,649128
AUTOPISTA PLANALTO SUL;2017;BR-116/PR;Principal;Crescente;115,300;-25,544670;-49,303650;211,800;-26,108774;-49,784031
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Crescente;0,000;-26,108990;-49,784360;310,000;-28,207500;-50,758120
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;268,900;-23,607619;-46,752217;277,800;-23,635282;-46,826062
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;277,801;-23,635282;-46,826062;278,000;-23,635868;-46,827133
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;278,001;-23,635868;-46,827133;298,320;-23,784315;-46,913971
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;298,321;-23,784315;-46,913971;298,370;-23,784819;-46,914081
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;298,371;-23,784819;-46,914081;300,040;-23,798305;-46,915331
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;300,041;-23,798305;-46,915331;300,110;-23,798960;-46,915491
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;300,111;-23,798960;-46,915491;336,700;-23,980819;-47,145530
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;336,701;-23,980819;-47,145530;336,750;-23,980964;-47,145738
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;342,920;-24,023495;-47,172917;345,930;-24,040457;-47,193197
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;345,931;-24,040457;-47,193197;345,950;-24,040774;-47,192797
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;346,500;-24,045173;-47,193632;346,580;-24,045356;-47,194352
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;346,581;-24,045356;-47,194352;347,450;-24,050389;-47,200742
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;348,300;-24,050626;-47,207557;356,370;-24,094050;-47,255967
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;362,690;-24,128776;-47,271904;368,000;-24,147476;-47,303879
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;368,001;-24,147605;-47,303802;370,470;-24,155714;-47,325095
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;371,000;-24,159906;-47,327132;426,700;-24,388218;-47,721307
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;426,701;-24,388218;-47,721307;426,800;-24,388313;-47,722704
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;426,801;-24,388313;-47,722704;427,000;-24,389889;-47,723343
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;427,001;-24,389889;-47,723343;427,200;-24,391706;-47,723372
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;427,201;-24,391706;-47,723372;485,300;-24,721518;-48,078521
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;485,920;-24,723257;-48,083682;497,800;-24,775353;-48,170991
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;497,801;-24,775353;-48,170991;542,700;-24,965402;-48,410744
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;542,701;-24,965402;-48,410744;543,140;-24,962450;-48,413106
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;543,141;-24,962450;-48,413106;557,200;-24,991929;-48,507861
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;557,201;-24,991929;-48,507861;564,000;-25,035292;-48,536067
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;564,001;-25,035292;-48,536067;569,000;-25,059441;-48,560706
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Principal;Crescente;569,001;-25,059441;-48,560706;569,100;-25,059796;-48,561727
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Crescente;0,000;-25,345555;-49,044907;22,850;-25,111414;-48,755084
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Crescente;34,100;-25,115605;-48,853116;42,000;-25,177564;-48,878303
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Crescente;44,000;-25,191338;-48,885110;56,550;-25,286534;-48,931398
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Crescente;56,551;-25,286534;-48,931398;57,270;-25,292480;-48,934559
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Principal;Crescente;57,271;-25,292480;-48,934559;71,000;-25,343621;-49,042827
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Principal;Crescente;0,000;-25,345555;-49,044907;9,740;-25,370688;-49,125518
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Principal;Crescente;12,200;-25,374185;-49,146923;18,500;-25,388577;-49,198052
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Marginal;Decrescente;337,871;-23,990366;-47,148307;336,750;-23,980964;-47,145738
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Marginal;Decrescente;338,001;-23,991435;-47,147714;337,870;-23,990366;-47,148307
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Marginal;Decrescente;342,871;-24,023334;-47,172522;338,000;-23,991435;-47,147714
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Marginal;Decrescente;342,920;-24,023495;-47,172917;342,870;-24,023334;-47,172522
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Marginal;Decrescente;346,500;-24,045173;-47,193632;345,950;-24,040774;-47,192797
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Marginal;Decrescente;347,581;-24,051627;-47,201157;347,450;-24,050389;-47,200742
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Marginal;Decrescente;348,301;-24,051366;-47,207902;347,580;-24,051627;-47,201157
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Marginal;Decrescente;348,300;-24,051366;-47,207902;348,300;-24,050626;-47,207557
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Marginal;Decrescente;362,621;-24,128071;-47,271774;356,370;-24,094050;-47,255967
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Marginal;Decrescente;362,690;-24,128776;-47,271904;362,620;-24,128071;-47,271774
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Marginal;Decrescente;368,000;-24,147476;-47,303879;368,000;-24,147605;-47,303802
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Marginal;Decrescente;370,521;-24,156078;-47,325115;370,470;-24,155714;-47,325095
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Marginal;Decrescente;370,931;-24,159434;-47,326552;370,520;-24,156078;-47,325115
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Marginal;Decrescente;371,000;-24,159906;-47,327132;370,930;-24,159434;-47,326552
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/SP;Marginal;Decrescente;485,920;-24,723257;-48,083682;485,300;-24,721722;-48,078546
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Marginal;Decrescente;34,100;-25,115605;-48,853116;22,850;-25,111414;-48,755084
AUTOPISTA REGIS BITTENCOURT;2017;BR-116/PR;Marginal;Decrescente;44,000;-25,191338;-48,885110;42,000;-25,177564;-48,878303
AUTOPISTA REGIS BITTENCOURT;2017;CW-116/PR;Marginal;Decrescente;12,200;-25,374460;-49,146799;9,740;-25,370688;-49,125518
CONCEBRA;2017;BR-60/DF;Principal;Crescente;0,058;-15,882703;-48,060545;31,315;-16,051510;-48,259891
CONCEBRA;2017;BR-60/GO;Principal;Crescente;0,000;-16,051678;-48,259921;139,000;-16,613915;-49,205643
CONCEBRA;2017;BR-153/GO;Principal;Crescente;490,000;-16,620740;-49,206350;703,575;-18,416500;-49,194458
CONCEBRA;2017;BR-153/MG;Principal;Crescente;0,000;-18,419222;-49,194678;58,150;-18,877956;-49,056908
CONCEBRA;2017;BR-262/MG;Principal;Crescente;353,667;-19,984717;-44,205547;441,000;-19,875364;-44,949708
CONCEBRA;2017;BR-60/DF;Principal;Crescente;0,058;-15,882703;-48,060544;31,315;-16,051510;-48,259891
CONCEBRA;2017;BR-60/GO;Principal;Crescente;0,000;-16,051678;-48,259921;139,000;-16,613915;-49,205643
CONCEBRA;2017;BR-153/GO;Principal;Crescente;490,000;-16,620740;-49,206350;703,575;-18,416500;-49,194458
CONCEBRA;2017;BR-153/MG;Principal;Crescente;0,000;-18,419222;-49,194678;58,150;-18,877956;-49,056908
CONCEBRA;2017;BR-262/MG;Principal;Crescente;353,667;-19,984717;-44,205547;441,000;-19,875364;-44,949708
CRO;2016;BR-163/MT;Marginal;Decrescente;0,000;-17,514565;-54,739781;119,900;-16,490677;-54,646703
CRO;2016;BR-163/MT;Principal;Crescente;640,000;-13,462860;-56,074576;690,000;-13,060842;-55,918280
CRO;2016;BR-163/MT;Principal;Crescente;640,000;-13,462860;-56,074576;690,000;-13,060842;-55,918280
CRT;2017;BR-116/RJ;Marginal;Decrescente;143,709;-22,672075;-43,284086;89,300;-22,462134;-42,985368
CRT;2017;BR-116/RJ;Marginal;Decrescente;143,709;-22,672075;-43,284086;89,300;-22,462134;-42,985368
CRT;2017;BR-116/RJ;Marginal;Decrescente;143,709;-22,672075;-43,284086;89,300;-22,462134;-42,985368
ECO050;2017;BR-50/GO;Principal;Crescente;245,401;-17,929152;-47,787633;314,200;-18,424508;-48,066987
ECO050;2017;BR-50/GO;Principal;Crescente;95,700;-16,754305;-47,604420;129,500;-17,003409;-47,757140
ECO050;2017;BR-50/GO;Marginal;Decrescente;129,501;-17,003554;-47,757014;182,240;-17,427389;-47,796399
ECO050;2017;BR-50/GO;Principal;Crescente;182,241;-17,427211;-47,796528;190,040;-17,493266;-47,821431
